Date,SignalDate,Ticker,Strategy,Setup,Side,EntryTrigger,EntryTriggerPrice,SignalOpen,SignalHigh,SignalLow,SignalClose,Stop,Target,R,Grade,GradeBasis,Reason
2026-01-22,2026-01-22,ALMS,rsi_reversal_short,Reversal Short,short,< signal close,26.28,26.89,27.0,25.77,26.28,,,,,gpt_to_size,RSI>=70 + bearish engulfing; GPT to set stop/target
