Ticker
AFRM
USA
ALNY
APP
ASAN
ATEC
AVPT
BETA
BOX
BRO
BROS
BRZE
BSY
COIN
CRM
DKNG
DOCS
DOCU
DUOL
EHC
FIG
FIS
FLUT
FSK
GDDY
GEN
GRND
GWRE
HNGE
HOOD
HPQ
HUM
INTU
IOT
ISRG
JOBY
KD
KKR
KRC
KVYO
LEGN
LVS
NAVN
NCNO
NFLX
NOW
NTNX
PCOR
PEGA
PINS
PLNT
PLTR
PSKY
PYPL
QCOM
RBRK
RDDT
RIVN
ROP
SAIL
SLNO
SOFI
TRMB
TTAN
TTD
TTWO
U
VRRM
WAY
WDAY
WYNN
