Ticker
AKAM
USA
AM
APA
AR
CF
CIEN
DELL
EBAY
EOG
EQT
EXC
KR
KRMN
LNG
MRNA
NET
NYT
OVV
OXY
PR
RRC
SNDK
TWLO
VG
VLO
WTRG
