Ticker
ACAD
USA
ADI
ADMA
AEO
ALGN
ALHC
AMKR
ARQT
ARWR
BBIO
BIIB
BKU
BMY
BXMT
BXSL
C
CDTX
CELC
CHYM
CMA
CNX
COCO
COGT
COHR
COO
CRK
CTRI
CTSH
DBRG
DG
DLTR
DOV
EA
EL
EXAS
EXPD
FLG
FOXA
FRPT
GEHC
GKOS
GM
GMED
GOOG
GOOGL
GSAT
HTGC
INDV
INSP
IOT
IVZ
JBHT
JKHY
KEYS
KNX
LNTH
LSCC
LUV
MCHP
MDB
MPLX
NLY
NTRA
ODFL
OKE
OLMA
OUT
PACS
PAGP
PATH
PCAR
PR
PRM
PRU
RBRK
RCUS
RNA
ROST
RVMD
SATS
SLM
SN
SNDR
SOLV
SYF
TALO
TD
TER
TERN
TTAN
USB
VERA
VFC
VNOM
VSCO
VTR
WBD
WMT
YETI
