Ticker
A
USA
ABT
ADBE
ADP
ADSK
AFRM
AJG
ALAB
ALK
ALLY
ALNY
AMZN
APO
APP
ARE
ARES
AVAV
AVGO
AXP
BAC
BAH
BAM
BBY
BILL
BL
BLDR
BR
BRKR
BRO
BROS
BSX
BX
BXP
CALX
CARG
CART
CBRE
CBSH
CDNS
CDW
CELH
CG
CMG
CNM
COF
COIN
CORT
CPRT
CRM
CROX
CRWD
CRWV
CSGP
CTSH
CVNA
DASH
DDOG
DHR
DIS
DKS
DOCU
DOX
DT
DUOL
EAT
ELF
ELV
EPAM
EQH
EQPT
ESTC
ETSY
EXEL
EXLS
EXPE
FBIN
FIS
FISV
FLUT
FND
FNF
FOUR
FOX
FOXA
FROG
FSLR
SOLAR
FTNT
GDDY
GIS
GPC
GRAL
GWRE
HD
HOOD
HRB
HUBS
HUM
IBM
INTU
IONQ
IQV
ISRG
IT
JEF
JPM
KBR
KKR
KMX
LAZ
LEN
LEU
LMND
LNC
LPX
MA
MAA
MCO
MET
META
MOH
MSFT
MSTR
MTCH
NBIX
NDAQ
NET
NKE
NOW
NTAP
NTNX
OC
OKLO
OKTA
OLLI
OMF
ORCL
OZK
PANW
PAYC
PAYX
PCOR
PEGA
PLNT
PLTR
PNFP
PRU
PSTG
PTC
PYPL
QCOM
QRVO
RBA
RBLX
RBRK
RCL
RDDT
REXR
RH
RJF
ROP
RPM
RVTY
RYAN
SF
SLG
SLNO
SNOW
SNPS
SOLV
SPGI
SSNC
STEP
SWKS
SYF
SYM
TAP
TEAM
TEM
TMO
TPG
TRMB
TROW
TRU
TSCO
TTAN
TTWO
UBER
UNH
UNM
URBN
V
VEEV
VLTO
VSNT
W
WAL
WDAY
WFC
WHR
