Date,Ticker,Open,High,Low,Close,Adj Close,Volume,RSI,L3,H3,BullishEngulfing,BearishEngulfing
2026-03-24,AA,55.7,57.35,55.0612,56.68,56.68,6450486.0,40.4547236377891,55.1,59.87,False,False
2026-03-25,AA,58.39,59.17,57.43,58.7,58.7,2384615.0,46.8133535660091,55.0612,59.79,False,False
2026-02-17,AAOI,43.2,45.49,41.12,43.91,43.91,3326930.0,57.42258652094718,42.05,50.8,False,False
2026-02-18,AAOI,44.34,44.675,42.56,43.44,43.44,1858639.0,47.55129958960328,41.12,48.95,False,False
2026-02-19,AAOI,43.25,47.0,42.71,46.98,46.98,3208438.0,60.76096427534127,41.12,46.6623,True,False
2026-02-20,AAOI,46.0,54.3,45.9601,51.68,51.68,7979689.0,61.49900256483329,41.12,47.0,False,False
2026-02-23,AAOI,50.52,55.085,49.95,53.96,53.96,6239108.0,63.307984790874535,42.56,54.3,False,False
2026-02-24,AAOI,52.88,56.61,51.0,56.2499,56.2499,4197545.0,63.63381866438402,42.71,55.085,False,False
2026-02-25,AAOI,57.2,59.25,56.849,58.105,58.105,3649000.0,77.76422144273296,45.9601,56.61,False,False
2026-02-26,AAOI,58.31,58.98,52.85,53.69,53.69,5372053.0,71.95879198419418,49.95,59.25,False,True
2026-02-27,AAOI,65.93,84.29,65.568,84.221,84.221,24558152.0,83.38378685755382,51.0,59.25,False,False
2026-03-02,AAOI,107.55,110.0,93.78,102.52,102.52,27112833.0,86.6608485499463,52.85,84.29,False,False
2026-03-03,AAOI,91.5,97.4,86.05,95.37,95.37,16983252.0,78.92041949413942,52.85,110.0,False,False
2026-03-04,AAOI,101.2,101.497,92.22,99.71,99.71,10474470.0,80.07620164126612,65.568,110.0,False,False
2026-03-05,AAOI,97.49,102.28,91.35,101.14,101.14,10217741.0,84.71209912536443,86.05,110.0,False,False
2026-03-06,AAOI,98.0,114.63,95.07,95.58,95.58,15240659.0,79.24150554856423,86.05,102.28,False,False
2026-03-09,AAOI,95.175,110.87,93.73,110.52,110.52,13837953.0,82.71611001964637,91.35,114.63,True,False
2026-03-10,AAOI,112.1,127.39,112.01,120.49,120.49,13617299.0,84.6136567834681,91.35,114.63,False,False
2026-03-11,AAOI,118.55,128.96,113.88,127.01,127.01,10310449.0,85.0148757437872,93.73,127.39,False,False
2026-03-12,AAOI,115.53,116.91,104.98,106.19,106.19,15398431.0,70.9010736196319,93.73,128.96,False,False
2026-03-13,AAOI,104.37,105.385,94.15,96.81,96.81,14962137.0,65.58181818181818,104.98,128.96,False,False
2026-03-16,AAOI,100.0,101.32,92.9,94.07,94.07,10815613.0,63.707891476700624,94.15,128.96,False,False
2026-03-17,AAOI,90.07,91.85,85.08,86.33,86.33,16650031.0,59.81158966871763,92.9,116.91,False,False
2026-03-18,AAOI,95.34,100.07,91.23,92.63,92.63,15330926.0,63.361240735657425,85.08,105.385,False,False
2026-03-19,AAOI,89.125,102.1,88.5,101.92,101.92,11294012.0,57.1092312759582,85.08,101.32,True,False
2026-03-20,AAOI,101.985,102.69,84.6,87.54,87.54,12205171.0,43.78732581287326,85.08,102.1,False,True
2026-03-23,AAOI,90.0,96.09,84.92,95.76,95.76,10729826.0,50.16032228890898,84.6,102.69,False,False
2026-03-24,AAOI,96.69,114.97,96.355,113.9,113.9,16895723.0,55.23886878830392,84.6,102.69,False,False
2026-03-25,AAOI,110.12,118.75,109.01,114.41,114.41,7825638.0,54.93271875696974,84.6,114.97,False,False
2026-02-17,AAON,100.59,103.19,99.2311,102.78,102.78,612457.0,70.43413173652696,99.209,106.85,True,False
2026-02-18,AAON,101.75,103.59,100.56,102.28,102.28,1011830.0,70.80511662904442,99.2311,106.85,False,False
2026-02-19,AAON,101.21,102.53,99.91,101.02,101.02,599583.0,64.97087378640776,99.2311,104.29,False,False
2026-02-20,AAON,101.41,103.81,100.63,102.3,102.3,519140.0,72.67958030669895,99.2311,103.59,False,False
2026-02-23,AAON,101.7,101.865,99.25,101.09,101.09,451543.0,72.01119552179131,99.91,103.81,False,False
2026-02-24,AAON,101.06,104.35,100.25,100.95,100.95,602616.0,67.33760292772189,99.25,103.81,False,False
2026-02-25,AAON,101.7,101.7,95.0,99.05,99.05,1124541.0,58.7026039287346,99.25,104.35,False,False
2026-02-26,AAON,99.3,100.68,94.6,98.85,98.85,1075627.0,65.09625126646402,95.0,104.35,False,False
2026-02-27,AAON,97.41,101.2,96.19,101.11,101.11,1256428.0,62.676056338028154,94.6,104.35,True,False
2026-03-02,AAON,105.21,112.94,101.97,104.7,104.7,1682398.0,64.97203863751906,94.6,101.7,False,False
2026-03-03,AAON,99.86,102.225,91.425,95.26,95.26,1658881.0,43.47525095188647,94.6,112.94,False,False
2026-03-04,AAON,96.76,97.08,92.58,95.97,95.97,915009.0,36.97414125820146,91.425,112.94,False,False
2026-03-05,AAON,95.45,95.51,91.43,92.42,92.42,1357396.0,33.791887125220455,91.425,112.94,False,False
2026-03-06,AAON,89.18,91.085,87.76,88.33,88.33,1015.0,30.059617194854084,91.425,102.225,False,False
2026-03-09,AAON,85.29,90.9128,84.58,90.33,90.33,825027.0,30.625583566760042,87.76,97.08,True,False
2026-03-10,AAON,90.33,92.71,88.77,90.58,90.58,613580.0,31.64993726474279,84.58,95.51,False,False
2026-03-11,AAON,90.35,91.85,88.2,91.51,91.51,597151.0,34.928684627575294,84.58,92.71,False,False
2026-03-12,AAON,90.14,90.83,86.28,87.06,87.06,762077.0,28.052995391705096,84.58,92.71,False,False
2026-03-13,AAON,88.78,89.0,83.43,83.9,83.9,769146.0,26.561221707117554,86.28,92.71,False,False
2026-03-16,AAON,84.91,85.75,80.91,81.56,81.56,821262.0,25.057885258554165,83.43,91.85,False,False
2026-03-17,AAON,81.5,82.92,78.13,79.5,79.5,1174955.0,24.95516269536256,80.91,90.83,False,False
2026-03-18,AAON,79.0,81.17,78.245,78.55,78.55,882040.0,24.484665661136262,78.13,89.0,False,False
2026-03-19,AAON,77.9,81.06,76.88,80.05,80.05,889041.0,23.0138390568939,78.13,85.75,True,False
2026-03-20,AAON,80.19,81.895,78.33,80.01,80.01,957889.0,15.195940231181282,76.88,82.92,False,False
2026-03-23,AAON,82.52,84.4,79.98,80.29,80.29,653850.0,21.550741163055875,76.88,81.895,False,False
2026-03-24,AAON,79.29,84.64,79.0,84.01,84.01,646499.0,29.604365620736715,76.88,84.4,True,False
2026-03-25,AAON,85.085,88.11,84.1901,87.83,87.83,612544.0,42.244001351808045,78.33,84.64,False,False
2026-02-17,AAP,58.38,59.95,55.925,56.74,56.74,2049103.0,67.80558229066408,55.78,65.1999,False,False
2026-02-18,AAP,56.41,56.845,55.18,55.93,55.93,1937284.0,64.85473289596999,55.78,65.1999,False,False
2026-02-19,AAP,55.94,56.41,54.55,55.98,55.98,1739979.0,69.72891566265058,55.18,65.1999,False,False
2026-02-20,AAP,55.5,57.32,52.97,55.87,55.87,2842773.0,69.72891566265058,54.55,59.95,False,False
2026-02-23,AAP,54.975,56.2,54.24,55.37,55.37,1618600.0,66.8864097363083,52.97,57.32,False,False
2026-02-24,AAP,55.14,55.67,53.4,53.78,53.78,1870645.0,57.97101449275362,52.97,57.32,False,False
2026-02-25,AAP,53.11,53.29,50.19,50.44,50.44,2705683.0,39.171974522292984,52.97,57.32,False,False
2026-02-26,AAP,50.46,52.565,49.89,52.0,52.0,1810239.0,47.52791068580542,50.19,56.2,False,False
2026-02-27,AAP,51.58,53.235,51.17,53.17,53.17,1769578.0,43.95229982964227,49.89,55.67,False,False
2026-03-02,AAP,52.25,53.29,51.175,53.27,53.27,1441636.0,44.268774703557334,49.89,53.29,False,False
2026-03-03,AAP,51.89,52.42,49.74,51.91,51.91,1544513.0,36.80360157568936,49.89,53.29,False,False
2026-03-04,AAP,52.02,52.73,51.07,51.21,51.21,1120500.0,22.733160621761684,49.74,53.29,False,True
2026-03-05,AAP,51.32,51.99,50.23,51.26,51.26,1528299.0,25.28409090909092,49.74,53.29,False,False
2026-03-06,AAP,50.85,52.22,49.9,50.33,50.33,1865574.0,20.375521557719054,49.74,52.73,False,False
2026-03-09,AAP,49.71,51.34,48.7955,51.09,51.09,1488617.0,28.31926323867998,49.9,52.73,True,False
2026-03-10,AAP,50.75,51.76,49.94,51.07,51.07,1020151.0,30.147058823529434,48.7955,52.22,False,False
2026-03-11,AAP,51.155,53.58,51.155,53.33,53.33,1532632.0,40.83044982698963,48.7955,52.22,False,False
2026-03-12,AAP,52.8,54.56,52.58,52.66,52.66,1668764.0,39.30712858094604,48.7955,53.58,False,False
2026-03-13,AAP,53.0,53.435,50.97,51.73,51.73,2176027.0,38.21243523316063,49.94,54.56,False,False
2026-03-16,AAP,51.18,53.78,51.15,53.19,53.19,1705303.0,48.07315480078378,50.97,54.56,True,False
2026-03-17,AAP,54.0,54.45,51.645,51.92,51.92,1582642.0,55.589123867069496,50.97,54.56,False,False
2026-03-18,AAP,51.0,51.25,49.245,49.36,49.36,1643610.0,40.73033707865169,50.97,54.45,False,False
2026-03-19,AAP,48.0686,48.865,46.86,48.34,48.34,2317425.0,32.86018452803407,49.245,54.45,False,False
2026-03-20,AAP,48.0,48.97,46.54,47.04,47.04,2438897.0,29.627207325049042,46.86,54.45,False,False
2026-03-23,AAP,49.47,51.33,48.93,50.74,50.74,1783378.0,46.681792399319356,46.54,51.25,False,False
2026-03-24,AAP,50.0,51.26,49.23,50.9,50.9,995513.0,49.09303686366295,46.54,51.33,False,False
2026-03-25,AAP,51.6779,52.79,50.655,52.75,52.75,398714.0,53.943885653785074,46.54,51.33,False,False
2026-02-17,AAPL,258.05,266.29,255.54,263.88,263.88,58469094.0,54.68985119545228,255.45,280.18,False,False
2026-02-18,AAPL,263.6,266.82,262.45,264.35,264.35,34203337.0,56.766467065868284,255.45,275.72,False,False
2026-02-19,AAPL,262.6,264.48,260.05,260.58,260.58,30845294.0,51.904604173567414,255.45,266.82,False,False
2026-02-20,AAPL,258.97,264.75,258.16,264.58,264.58,42070499.0,54.03608736942068,255.54,266.82,True,False
2026-02-23,AAPL,263.49,269.43,263.381,266.18,266.18,37308200.0,46.47004608294933,258.16,266.82,False,False
2026-02-24,AAPL,267.86,274.89,267.71,272.14,272.14,47014619.0,52.22855227882035,258.16,269.43,False,False
2026-02-25,AAPL,271.78,274.94,271.05,274.23,274.23,33714342.0,47.936449963476996,258.16,274.89,False,False
2026-02-26,AAPL,274.945,276.11,270.795,272.95,272.95,32191569.0,47.331410025243386,263.381,274.94,False,False
2026-02-27,AAPL,272.81,272.81,262.89,264.18,264.18,72232024.0,38.761689777491156,267.71,276.11,False,False
2026-03-02,AAPL,262.41,266.53,260.2,264.72,264.72,41827946.0,41.618692854724046,262.89,276.11,False,False
2026-03-03,AAPL,263.48,265.56,260.13,263.69,263.69,38568921.0,41.55536770921387,260.2,276.11,False,False
2026-03-04,AAPL,264.65,266.15,261.42,262.45,262.45,39803119.0,38.85948437766777,260.13,272.81,False,True
2026-03-05,AAPL,260.79,261.555,257.25,260.25,260.25,49658626.0,48.42553191489361,260.13,266.53,False,False
2026-03-06,AAPL,258.63,258.77,254.37,257.46,257.46,41120042.0,51.91605839416055,257.25,266.15,False,False
2026-03-09,AAPL,255.69,261.15,253.6805,259.89,259.89,38218533.0,44.7733822373592,254.37,266.15,True,False
2026-03-10,AAPL,257.645,262.48,256.95,260.72,260.72,30590765.0,45.289384894887135,253.6805,261.555,False,False
2026-03-11,AAPL,261.09,262.13,259.55,260.81,260.81,26218927.0,50.329985652797724,253.6805,262.48,False,False
2026-03-12,AAPL,258.66,258.95,254.18,255.76,255.76,40794020.0,37.71587743732597,253.6805,262.48,False,False
2026-03-13,AAPL,255.48,256.33,249.52,250.12,250.12,36929988.0,29.894842263395148,254.18,262.48,False,False
2026-03-16,AAPL,252.105,253.885,249.88,252.82,252.82,32074210.0,23.664122137404675,249.52,262.13,False,False
2026-03-17,AAPL,252.955,255.13,252.18,254.23,254.23,32361607.0,22.222222222222257,249.52,258.95,False,False
2026-03-18,AAPL,252.625,254.94,249.0,249.94,249.94,35757874.0,20.507562163547846,249.52,256.33,False,False
2026-03-19,AAPL,249.4,251.83,247.3,248.96,248.96,34864082.0,25.624599615631055,249.0,255.13,False,False
2026-03-20,AAPL,247.975,249.1999,246.0,247.99,247.99,88331081.0,23.570300157977883,247.3,255.13,False,False
2026-03-23,AAPL,253.97,254.6,250.28,251.49,251.49,40546109.0,32.12192262602581,246.0,254.94,False,False
2026-03-24,AAPL,250.35,254.825,249.55,251.64,251.64,45152288.0,33.63608840448076,246.0,254.6,False,False
2026-03-25,AAPL,254.095,255.0,251.6,252.61,252.61,17687657.0,37.98742138364782,246.0,254.825,False,False
2026-02-17,AB,41.5,41.68,40.94,41.43,41.43,438571.0,45.58093346573982,39.39,41.3407,False,False
2026-02-18,AB,41.39,41.65,40.69,41.09,41.09,449647.0,42.71653543307088,39.5901,41.68,False,False
2026-02-19,AB,40.87,41.1369,40.4,40.84,40.84,451005.0,47.535596933187314,40.3,41.68,False,False
2026-02-20,AB,39.84,39.93,39.3901,39.67,39.67,291664.0,34.1436464088398,40.4,41.68,False,False
2026-02-23,AB,39.52,39.5431,37.8,38.41,38.41,735654.0,32.02072538860102,39.3901,41.65,False,False
2026-02-24,AB,38.42,38.99,38.01,38.51,38.51,493116.0,34.56121343445288,37.8,41.1369,False,False
2026-02-25,AB,38.73,39.83,38.348,39.82,39.82,300541.0,36.08465608465608,37.8,39.93,False,False
2026-02-26,AB,39.2503,40.04,39.2503,39.64,39.64,294008.0,35.74423480083858,37.8,39.83,False,False
2026-02-27,AB,39.46,39.95,38.8001,39.26,39.26,220079.0,48.78397711015736,38.01,40.04,False,False
2026-03-02,AB,38.18,39.37,38.05,39.09,39.09,283058.0,45.49418604651165,38.348,40.04,False,False
2026-03-03,AB,38.58,39.4245,38.3,39.12,39.12,234179.0,44.113263785394935,38.05,40.04,False,False
2026-03-04,AB,39.13,39.3399,38.6,38.68,38.68,246725.0,38.20058997050146,38.05,39.95,False,False
2026-03-05,AB,38.7,38.7,38.1,38.54,38.54,454514.0,35.17964071856282,38.05,39.4245,False,False
2026-03-06,AB,38.37,38.535,37.8,37.91,37.91,458288.0,29.041487839771037,38.1,39.4245,False,False
2026-03-09,AB,37.44,38.175,37.17,37.91,37.91,473071.0,22.49999999999997,37.8,39.3399,False,False
2026-03-10,AB,38.0325,38.94,37.71,38.8,38.8,392943.0,33.525179856115074,37.17,38.7,False,False
2026-03-11,AB,39.49,40.18,38.95,39.25,39.25,764799.0,38.881118881118866,37.17,38.94,False,False
2026-03-12,AB,39.7451,39.92,37.9,37.96,37.96,625492.0,38.239339752407155,37.17,40.18,False,False
2026-03-13,AB,38.48,38.6451,38.08,38.09,38.09,235885.0,47.394136807817645,37.71,40.18,False,False
2026-03-16,AB,38.5,38.85,37.87,38.06,38.06,253101.0,46.293245469522276,37.9,40.18,False,False
2026-03-17,AB,38.2575,38.8499,38.06,38.06,38.06,267273.0,31.512605042016816,37.87,39.92,False,False
2026-03-18,AB,37.9246,38.34,37.5,37.51,37.51,341280.0,29.239766081871338,37.87,38.85,False,False
2026-03-19,AB,37.52,37.9999,37.07,37.46,37.46,310718.0,31.25000000000003,37.5,38.85,False,False
2026-03-20,AB,37.5,37.65,36.94,37.1,37.1,331588.0,30.060120240480956,37.07,38.8499,False,False
2026-03-23,AB,37.33,37.8499,37.0,37.39,37.39,396212.0,33.523809523809575,36.94,38.34,False,False
2026-03-24,AB,37.1411,37.4999,36.4,36.55,36.55,441622.0,31.150442477876126,36.94,37.9999,False,False
2026-03-25,AB,36.86,37.39,36.455,36.72,36.72,254447.0,33.97887323943665,36.4,37.8499,False,False
2026-02-17,ABBV,232.655,235.2499,231.19,232.86,232.86,7336770.0,60.725438385779476,218.05,234.74,False,False
2026-02-18,ABBV,233.01,234.0,226.07,228.72,228.72,5495352.0,62.40434460627006,220.91,235.2499,False,True
2026-02-19,ABBV,228.97,229.37,223.02,224.35,224.35,5410847.0,54.54545454545453,226.07,235.2499,False,False
2026-02-20,ABBV,225.04,226.69,223.11,224.81,224.81,6830385.0,52.19512195121952,223.02,235.2499,False,False
2026-02-23,ABBV,225.82,231.43,225.79,229.48,229.48,5463200.0,54.460966542750924,223.02,234.0,False,False
2026-02-24,ABBV,229.0,230.7585,227.67,228.44,228.44,4880800.0,53.15478892419428,223.02,231.43,False,False
2026-02-25,ABBV,229.71,232.55,226.475,226.92,226.92,5411151.0,63.246016743181144,223.11,231.43,False,False
2026-02-26,ABBV,227.59,227.78,221.125,224.69,224.69,5317668.0,57.59036144578311,225.79,232.55,False,False
2026-02-27,ABBV,225.3,232.27,225.06,232.08,232.08,8004641.0,60.724026779072645,221.125,232.55,False,False
2026-03-02,ABBV,233.66,235.66,231.9,234.26,234.26,7438994.0,62.99008030231459,221.125,232.55,False,False
2026-03-03,ABBV,232.0,235.71,230.24,233.86,233.86,6595681.0,63.62118320610689,221.125,235.66,False,False
2026-03-04,ABBV,233.545,237.11,232.077,236.19,236.19,5380807.0,67.91569086651056,225.06,235.71,False,False
2026-03-05,ABBV,233.43,234.8,228.0,232.35,232.35,9429458.0,56.07312797395442,230.24,237.11,False,False
2026-03-06,ABBV,230.36,231.6,226.8,230.11,230.11,6139830.0,48.17919832329056,228.0,237.11,False,False
2026-03-09,ABBV,229.97,230.675,223.23,227.45,227.45,7915776.0,43.14669369141116,226.8,237.11,False,False
2026-03-10,ABBV,227.69,231.265,226.16,227.01,227.01,6466831.0,47.60972882303605,223.23,234.8,False,False
2026-03-11,ABBV,226.45,229.2899,225.295,227.68,227.68,5300628.0,55.19176800748367,223.23,231.6,False,False
2026-03-12,ABBV,225.12,227.805,223.57,225.37,225.37,7607237.0,50.825471698113205,223.23,231.265,False,False
2026-03-13,ABBV,225.37,228.62,219.44,219.68,219.68,5676063.0,35.975958786491134,223.57,231.265,False,True
2026-03-16,ABBV,221.1,224.3699,220.315,221.45,221.45,3991892.0,40.20185029436498,219.44,229.2899,False,False
2026-03-17,ABBV,222.04,223.275,219.76,219.76,219.76,4405702.0,40.0111607142857,219.44,228.62,False,True
2026-03-18,ABBV,218.5,219.0,207.6,208.34,208.34,8597000.0,31.845436375749486,219.44,228.62,False,False
2026-03-19,ABBV,208.365,210.425,204.3,206.23,206.23,7006809.0,17.484276729559667,207.6,224.3699,False,False
2026-03-20,ABBV,206.265,207.78,203.06,205.07,205.07,27982356.0,12.316034082106867,204.3,223.275,False,False
2026-03-23,ABBV,207.36,208.615,203.22,204.93,204.93,7419862.0,12.399272160124738,203.06,219.0,False,False
2026-03-24,ABBV,203.04,206.005,201.8,205.2,205.2,6990939.0,7.443010162043336,203.06,210.425,False,False
2026-03-25,ABBV,206.86,209.68,205.855,207.18,207.18,3699769.0,13.57452966714905,201.8,208.615,False,False
2026-02-17,ABCB,84.525,85.59,83.33,83.85,83.85,344507.0,63.68421052631582,82.09,85.835,False,False
2026-02-18,ABCB,84.46,85.32,82.85,83.19,83.19,307368.0,63.067758749069235,82.09,85.59,False,False
2026-02-19,ABCB,82.71,83.0,82.1,82.93,82.93,304860.0,56.75227837613923,82.09,85.59,False,False
2026-02-20,ABCB,83.04,83.86,81.69,83.73,83.73,429900.0,62.756357670221504,82.1,85.59,False,False
2026-02-23,ABCB,83.73,83.965,78.85,79.72,79.72,500400.0,49.450549450549445,81.69,85.32,False,True
2026-02-24,ABCB,79.64,79.965,78.75,79.35,79.35,574643.0,35.86530931871573,78.85,83.965,False,False
2026-02-25,ABCB,79.685,81.44,79.15,80.88,80.88,427600.0,37.52860411899309,78.75,83.965,False,False
2026-02-26,ABCB,81.145,82.93,81.145,82.55,82.55,690439.0,43.86566141192595,78.75,83.965,False,False
2026-02-27,ABCB,80.69,80.95,77.15,77.66,77.66,1252687.0,26.84563758389261,78.75,82.93,False,False
2026-03-02,ABCB,76.47,80.0024,75.72,79.32,79.32,715761.0,33.31614234141307,77.15,82.93,False,False
2026-03-03,ABCB,77.775,79.98,76.8,79.34,79.34,348.0,35.25571273122959,75.72,82.93,False,False
2026-03-04,ABCB,79.6325,79.955,78.72,79.43,79.43,526151.0,37.91113675706868,75.72,80.95,False,False
2026-03-05,ABCB,78.435,79.36,77.16,78.81,78.81,660132.0,37.43589743589746,75.72,80.0024,False,False
2026-03-06,ABCB,77.395,77.395,75.15,76.68,76.68,68322.0,30.561440677966132,76.8,79.98,False,False
2026-03-09,ABCB,75.38,76.99,73.57,76.4,76.4,553051.0,30.384412848867854,75.15,79.955,False,False
2026-03-10,ABCB,76.435,77.935,75.36,76.63,76.63,648537.0,32.32758620689654,73.57,79.36,False,False
2026-03-11,ABCB,76.095,76.345,74.855,75.59,75.59,898437.0,31.02378490175802,73.57,77.935,False,False
2026-03-12,ABCB,73.7875,75.77,73.58,75.31,75.31,547239.0,27.63018065887354,73.57,77.935,False,False
2026-03-13,ABCB,75.7225,76.3,74.4,75.18,75.18,466244.0,34.805890227576995,73.58,77.935,False,False
2026-03-16,ABCB,75.89,76.24,75.18,75.23,75.23,454545.0,35.90971272229824,73.58,76.345,False,False
2026-03-17,ABCB,75.91,76.39,74.6,75.04,75.04,463156.0,28.012048192771104,73.58,76.3,False,False
2026-03-18,ABCB,74.905,75.23,73.475,74.04,74.04,1177913.0,16.256938937351308,74.4,76.39,False,False
2026-03-19,ABCB,73.8,75.35,73.2,74.63,74.63,438322.0,31.768953068591998,73.475,76.39,False,False
2026-03-20,ABCB,75.07,75.07,73.81,74.49,74.49,1128272.0,14.432989690721541,73.2,76.39,False,False
2026-03-23,ABCB,75.86,77.18,74.73,75.76,75.76,561196.0,27.73631840796014,73.2,75.35,False,False
2026-03-24,ABCB,75.155,77.25,74.73,76.56,76.56,570933.0,33.59999999999992,73.2,77.18,True,False
2026-03-25,ABCB,77.23,77.76,76.58,77.37,77.37,250481.0,41.94630872483221,73.81,77.25,False,False
