Date,Ticker,Strategy,Setup,Side,EntryTrigger,SignalOpen,SignalHigh,SignalLow,SignalClose,Stop,Target,R,Grade,GradeBasis,Reason
2025-12-05,BURL,bear_flag_short,Bear Flag Short,short,< signal candle low,256.45,273.08,256.32,271.78,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,BWA,bear_flag_short,Bear Flag Short,short,< signal candle low,43.365,43.685,43.28,43.3,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,BWXT,bear_flag_short,Bear Flag Short,short,< signal candle low,181.0,181.48,174.87,177.87,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,BX,bear_flag_short,Bear Flag Short,short,< signal candle low,150.655,153.82,150.35,152.15,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,BXP,bear_flag_short,Bear Flag Short,short,< signal candle low,70.74,70.81,68.7,69.28,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,C,bear_flag_short,Bear Flag Short,short,< signal candle low,107.67,109.367,107.51,108.88,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CADE,bear_flag_short,Bear Flag Short,short,< signal candle low,41.72,41.9,41.39,41.43,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CAH,bear_flag_short,Bear Flag Short,short,< signal candle low,200.01,200.255,198.1,198.83,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CAKE,bear_flag_short,Bear Flag Short,short,< signal candle low,47.78,47.845,46.9,46.98,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CARR,bear_flag_short,Bear Flag Short,short,< signal candle low,54.375,54.8,54.0,54.29,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CART,bear_flag_short,Bear Flag Short,short,< signal candle low,43.12,44.2688,43.085,44.18,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CAT,bear_flag_short,Bear Flag Short,short,< signal candle low,603.68,607.0,597.7382,603.17,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CAVA,bear_flag_short,Bear Flag Short,short,< signal candle low,54.365,54.575,52.598,53.37,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CBRE,bear_flag_short,Bear Flag Short,short,< signal candle low,162.24,162.24,160.36,160.86,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CBSH,bear_flag_short,Bear Flag Short,short,< signal candle low,52.42,52.73,52.23,52.24,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CCI,bear_flag_short,Bear Flag Short,short,< signal candle low,88.43,89.5,88.25,89.28,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CCK,bear_flag_short,Bear Flag Short,short,< signal candle low,98.22,99.675,97.94,97.95,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CDNS,bear_flag_short,Bear Flag Short,short,< signal candle low,338.43,341.04,336.16,337.53,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CDTX,bear_flag_short,Bear Flag Short,short,< signal candle low,220.21,220.92,220.03,220.36,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CDW,bear_flag_short,Bear Flag Short,short,< signal candle low,143.78,147.02,142.5,146.25,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CE,bear_flag_short,Bear Flag Short,short,< signal candle low,39.82,41.44,39.58,40.63,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CEG,bear_flag_short,Bear Flag Short,short,< signal candle low,369.43,370.07,357.17,359.82,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CELC,bear_flag_short,Bear Flag Short,short,< signal candle low,106.58,107.78,105.0,105.63,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CELH,bear_flag_short,Bear Flag Short,short,< signal candle low,42.7,42.99,41.85,42.06,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CENX,bear_flag_short,Bear Flag Short,short,< signal candle low,31.43,32.13,30.94,31.08,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CF,bear_flag_short,Bear Flag Short,short,< signal candle low,80.25,80.6,77.82,77.88,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CFG,bear_flag_short,Bear Flag Short,short,< signal candle low,55.68,56.17,55.44,55.46,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CG,bear_flag_short,Bear Flag Short,short,< signal candle low,56.27,57.59,55.97,57.11,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CGNX,bear_flag_short,Bear Flag Short,short,< signal candle low,38.88,39.18,38.32,38.42,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CGON,bear_flag_short,Bear Flag Short,short,< signal candle low,45.05,46.01,43.02,43.3,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CHD,bear_flag_short,Bear Flag Short,short,< signal candle low,83.685,84.9,83.51,84.52,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CHRW,bear_flag_short,Bear Flag Short,short,< signal candle low,156.86,158.65,154.425,157.22,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CHTR,bear_flag_short,Bear Flag Short,short,< signal candle low,200.0,207.79,199.65,205.1,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CHWY,bear_flag_short,Bear Flag Short,short,< signal candle low,33.34,33.62,33.105,33.47,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CI,bear_flag_short,Bear Flag Short,short,< signal candle low,268.805,269.08,263.87,265.44,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CIEN,bear_flag_short,Bear Flag Short,short,< signal candle low,199.63,201.77,194.88,201.71,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CIVI,bear_flag_short,Bear Flag Short,short,< signal candle low,30.21,31.4,30.21,30.39,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CL,bear_flag_short,Bear Flag Short,short,< signal candle low,77.47,78.2144,77.242,78.07,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CLX,bear_flag_short,Bear Flag Short,short,< signal candle low,104.855,106.09,104.64,104.9,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CMA,bear_flag_short,Bear Flag Short,short,< signal candle low,84.28,85.315,83.88,84.12,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CMC,bear_flag_short,Bear Flag Short,short,< signal candle low,66.72,68.35,66.03,66.86,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CME,bear_flag_short,Bear Flag Short,short,< signal candle low,273.345,273.87,270.1,270.87,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CMG,bear_flag_short,Bear Flag Short,short,< signal candle low,33.96,34.15,33.655,33.94,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CMS,bear_flag_short,Bear Flag Short,short,< signal candle low,71.695,71.865,71.04,71.09,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CNC,bear_flag_short,Bear Flag Short,short,< signal candle low,38.85,38.88,37.75,38.34,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CNM,bear_flag_short,Bear Flag Short,short,< signal candle low,49.785,50.7,49.37,50.23,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CNP,bear_flag_short,Bear Flag Short,short,< signal candle low,38.545,38.765,38.37,38.43,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CNX,bear_flag_short,Bear Flag Short,short,< signal candle low,40.68,42.1286,40.59,40.9,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,COCO,bear_flag_short,Bear Flag Short,short,< signal candle low,53.96,54.84,53.66,54.565,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,COF,bear_flag_short,Bear Flag Short,short,< signal candle low,228.79,233.01,228.79,230.68,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,COGT,bear_flag_short,Bear Flag Short,short,< signal candle low,39.46,39.94,38.2001,38.77,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,COHR,bear_flag_short,Bear Flag Short,short,< signal candle low,186.0,188.36,181.48,181.79,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,COIN,bear_flag_short,Bear Flag Short,short,< signal candle low,270.425,273.57,265.01,269.73,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,COO,bear_flag_short,Bear Flag Short,short,< signal candle low,89.66,89.83,80.89,81.4,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,COP,bear_flag_short,Bear Flag Short,short,< signal candle low,92.0817,95.07,92.0817,93.69,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,COR,bear_flag_short,Bear Flag Short,short,< signal candle low,338.11,341.18,336.37,339.66,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,COST,bear_flag_short,Bear Flag Short,short,< signal candle low,897.25,905.89,893.0,894.68,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CPRT,bear_flag_short,Bear Flag Short,short,< signal candle low,38.9,38.98,38.64,38.72,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CPT,bear_flag_short,Bear Flag Short,short,< signal candle low,104.13,105.01,103.46,103.88,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CRBG,bear_flag_short,Bear Flag Short,short,< signal candle low,30.26,30.76,30.24,30.37,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CRCL,bear_flag_short,Bear Flag Short,short,< signal candle low,86.09,86.66,83.14,85.62,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CRH,bear_flag_short,Bear Flag Short,short,< signal candle low,120.36,121.35,118.595,119.49,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CRL,bear_flag_short,Bear Flag Short,short,< signal candle low,184.78,185.9,182.7143,184.31,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
2025-12-05,CRM,bear_flag_short,Bear Flag Short,short,< signal candle low,249.75,261.88,249.5,260.57,,,,,gpt_to_size,Finviz bear flag pattern; GPT to set stop/target
